Year,Duration,Rating,Votes,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_Unknown,Genre_War,Genre_Western,Director_Avg_Rating,Actor 1_Avg_Rating,Actor 2_Avg_Rating,Actor 3_Avg_Rating,Num_Genres,Decade_1940s,Decade_1950s,Decade_1960s,Decade_1970s,Decade_1980s,Decade_1990s,Decade_2000s,Decade_2010s
2013,171.0,6.9,138.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,6.9,5.5,6.9,3,False,False,False,False,False,False,False,True
1990,132.29447957614084,3.7,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6500000000000004,6.7504,6.6235,6.521232876712329,1,False,False,False,False,True,False,False,False
2012,132.29447957614084,4.2,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.2,4.2,4.2,4.2,1,False,False,False,False,False,False,False,True
1987,132.29447957614084,5.9,117.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.155555555555555,5.300714285714286,5.4975000000000005,4.9,1,False,False,False,False,True,False,False,False
1968,142.0,5.3,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,5.300714285714286,5.6466666666666665,6.15,2,False,False,True,False,False,False,False,False
1993,152.0,3.8,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929411764705883,5.2700000000000005,5.133333333333334,5.71025641025641,1,False,False,False,False,False,True,False,False
1998,160.0,4.3,583.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.116666666666666,4.78,5.120588235294117,5.142857142857143,3,False,False,False,False,False,True,False,False
1991,132.29447957614084,6.5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,5.944444444444445,5.633333333333333,5.925,1,False,False,False,False,False,True,False,False
1996,132.29447957614084,7.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.7,7.0,7.0,5.65,1,False,False,False,False,False,True,False,False
1979,136.0,6.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5.436,5.714285714285714,6.699999999999999,6.85,3,False,False,False,True,False,False,False,False
2007,142.0,4.2,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.55,4.6000000000000005,5.334782608695653,1,False,False,False,False,False,False,True,False
2013,137.0,6.5,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.366666666666667,5.616666666666667,6.5,6.5,3,False,False,False,False,False,False,False,True
1940,154.0,7.2,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.786666666666666,6.659999999999999,6.300000000000001,6.866666666666667,1,False,False,False,False,False,False,False,False
1953,132.29447957614084,4.9,14.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,6.166666666666667,5.68,6.1,3,False,True,False,False,False,False,False,False
1967,149.0,7.4,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,7.1,6.5181818181818185,6.398666666666666,2,False,False,True,False,False,False,False,False
1996,132.29447957614084,5.5,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,4.923809523809524,6.5,5.6171428571428565,2,False,False,False,False,False,True,False,False
1984,132.29447957614084,4.6,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.976190476190476,6.375,3.5999999999999996,6.026666666666667,2,False,False,False,False,True,False,False,False
1988,149.0,4.2,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,5.625,4.891666666666667,5.71025641025641,1,False,False,False,False,True,False,False,False
1998,119.0,4.8,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.666666666666667,5.944444444444445,5.125,5.75,1,False,False,False,False,False,True,False,False
2016,97.0,5.9,355.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,5.9,5.9,6.050000000000001,2,False,False,False,False,False,False,False,True
2010,96.0,6.4,223.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6.4,6.4,6.4,1,False,False,False,False,False,False,True,False
1997,127.0,4.5,976.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.933333333333334,5.232692307692308,4.566666666666666,4.95,3,False,False,False,False,False,True,False,False
1978,144.0,6.5,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,6.5,6.5,6.5,1,False,False,False,True,False,False,False,False
1987,156.0,5.7,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.929411764705883,6.376271186440678,6.379310344827586,6.371428571428572,3,False,False,False,False,True,False,False,False
2011,132.29447957614084,6.2,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.2,6.2,5.425000000000001,1,False,False,False,False,False,False,False,True
2001,132.29447957614084,4.1,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5999999999999996,5.4,5.366666666666667,4.75,3,False,False,False,False,False,False,True,False
1986,171.0,6.0,44.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3625,5.303846153846154,5.718181818181818,6.3,3,False,False,False,False,True,False,False,False
2017,70.0,6.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,6.0,6.0,6.0,2,False,False,False,False,False,False,False,True
1983,150.0,7.2,571.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1571428571428575,6.376271186440678,6.300000000000001,6.035,1,False,False,False,False,True,False,False,False
1951,193.0,7.9,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.145454545454545,6.876470588235295,7.042857142857143,6.966666666666666,3,False,True,False,False,False,False,False,False
1990,149.0,5.9,150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.414893617021277,5.575,5.640909090909091,4.895652173913043,1,False,False,False,False,True,False,False,False
1984,150.0,6.2,46.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.643589743589744,6.376271186440678,5.4975000000000005,6.291304347826086,3,False,False,False,False,True,False,False,False
1985,132.29447957614084,4.9,76.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,6.376271186440678,5.640909090909091,4.9,2,False,False,False,False,True,False,False,False
1964,134.0,5.1,17.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.976190476190476,5.25,6.279999999999999,6.0,3,False,False,True,False,False,False,False,False
2002,158.0,6.2,35.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333333333,5.4817073170731705,4.938709677419355,4.4,3,False,False,False,False,False,False,True,False
1990,132.29447957614084,4.9,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.381818181818182,5.7700000000000005,4.977777777777778,4.2,1,False,False,False,False,True,False,False,False
2007,126.0,7.3,35.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.133333333333333,5.423076923076923,5.45,6.285714285714286,3,False,False,False,False,False,False,True,False
2020,101.0,8.7,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,8.7,8.7,8.7,1,False,False,False,False,False,False,False,True
2016,131.0,3.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.966666666666666,3.6,3.6,5.35,1,False,False,False,False,False,False,False,True
2019,104.0,7.0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,2,False,False,False,False,False,False,False,True
1969,173.0,6.2,104.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.42,6.677777777777778,6.150909090909091,6.75,2,False,False,True,False,False,False,False,False
1982,131.0,5.1,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.643589743589744,6.426760563380282,5.482608695652174,5.775,1,False,False,False,False,True,False,False,False
1964,146.0,6.4,116.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1571428571428575,6.388571428571429,6.396774193548388,5.2250000000000005,2,False,False,True,False,False,False,False,False
1991,152.0,6.2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.266666666666667,4.828571428571429,6.2,5.4799999999999995,1,False,False,False,False,False,True,False,False
2000,137.0,5.5,27.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,6.65,4.633333333333334,3,False,False,False,False,False,True,False,False
2001,102.0,7.6,432.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.225,7.6,7.6,7.6,1,False,False,False,False,False,False,True,False
1991,132.29447957614084,6.9,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,6.7504,6.6235,6.521232876712329,1,False,False,False,False,False,True,False,False
1955,163.0,7.2,136.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.002777777777777,6.589655172413793,6.398666666666666,3,False,True,False,False,False,False,False,False
1978,154.0,7.2,82.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.305555555555555,5.742537313432836,6.198591549295775,6.215909090909091,3,False,False,False,True,False,False,False,False
1990,153.0,5.0,52.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0874999999999995,5.531034482758621,6.223076923076923,5.334782608695653,2,False,False,False,False,True,False,False,False
1940,140.0,7.1,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,6.699999999999999,6.379310344827586,7.1,1,False,False,False,False,False,False,False,False
1974,132.29447957614084,5.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,5.483333333333333,5.45,5.766666666666667,2,False,False,False,True,False,False,False,False
2016,130.0,5.7,35.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.833333333333333,5.423076923076923,6.56,5.0,3,False,False,False,False,False,False,False,True
2017,117.0,8.8,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.8,8.8,8.8,1,False,False,False,False,False,False,False,True
2012,95.0,6.4,35.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.25,5.85,5.75,5.333333333333333,3,False,False,False,False,False,False,False,True
2017,125.0,2.1,419.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.2,2.1,2.1,1,False,False,False,False,False,False,False,True
2021,136.0,8.3,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.600000000000001,8.3,8.3,8.3,2,False,False,False,False,False,False,False,False
2018,103.0,6.4,446.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,5.45,5.766666666666667,6.4,3,False,False,False,False,False,False,False,True
2009,180.0,5.1,302.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,5.303846153846154,5.61875,6.7,3,False,False,False,False,False,False,True,False
2006,169.0,5.4,35.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.088888888888889,6.063247863247863,5.294117647058823,6.0649999999999995,3,False,False,False,False,False,False,True,False
1985,132.29447957614084,5.7,23.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.216666666666667,6.7057692307692305,5.291525423728813,5.973333333333333,2,False,False,False,False,True,False,False,False
1954,132.29447957614084,6.8,20.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,6.792307692307692,6.589655172413793,6.140909090909091,2,False,True,False,False,False,False,False,False
1999,175.0,6.9,35.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.777777777777778,5.777777777777778,6.378571428571428,6.35,3,False,False,False,False,False,True,False,False
2017,136.0,4.9,35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.766666666666667,5.322857142857143,5.55,5.54,3,False,False,False,False,False,False,False,True
2000,156.0,4.2,208.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,5.142465753424657,5.073913043478261,4.51875,3,False,False,False,False,False,True,False,False
2016,133.0,5.2,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.425,5.0,5.85,5.2,3,False,False,False,False,False,False,False,True
2018,137.0,4.8,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.675,3.4499999999999997,3.3,5.954545454545454,2,False,False,False,False,False,False,False,True
2020,143.0,2.1,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.675,3.4499999999999997,4.36,5.08,3,False,False,False,False,False,False,False,True
1993,132.29447957614084,3.3,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3,3.85,3.3,3.3,2,False,False,False,False,False,True,False,False
1990,157.0,5.7,35.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.43,5.232692307692308,5.575,5.230434782608696,3,False,False,False,False,True,False,False,False
2001,79.0,6.1,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.1,6.1,6.1,1,False,False,False,False,False,False,True,False
2017,127.0,7.3,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.199999999999999,7.3,4.8,6.9,1,False,False,False,False,False,False,False,True
2019,65.0,7.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.066666666666666,6.866666666666667,6.95,7.0,1,False,False,False,False,False,False,False,True
1973,132.29447957614084,5.8,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.266666666666666,5.8,5.8,5.8,1,False,False,False,True,False,False,False,False
1994,132.29447957614084,4.2,26.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.85,5.08,4.566666666666666,3,False,False,False,False,False,True,False,False
2015,138.0,6.2,356.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3999999999999995,5.555555555555555,5.325,5.5,1,False,False,False,False,False,False,False,True
1954,132.29447957614084,6.8,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29375,6.8,5.2,6.688888888888889,1,False,True,False,False,False,False,False,False
2003,132.29447957614084,5.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.720000000000001,5.133333333333333,5.0,5.0,1,False,False,False,False,False,False,True,False
1990,152.0,6.0,303.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.858333333333333,5.102857142857142,5.361538461538462,6.5,3,False,False,False,False,True,False,False,False
1955,130.0,6.4,28.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40625,6.62051282051282,6.75,6.2,3,False,True,False,False,False,False,False,False
2016,141.0,5.3,35.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.828571428571428,5.7555555555555555,5.3,3,False,False,False,False,False,False,False,True
2017,124.0,6.2,179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.433333333333334,5.95,6.2,6.2,2,False,False,False,False,False,False,False,True
1957,133.0,7.2,37.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.925,6.792307692307692,6.665384615384616,6.840000000000001,3,False,True,False,False,False,False,False,False
1993,132.29447957614084,6.4,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,4.923809523809524,5.583333333333333,5.5,1,False,False,False,False,False,True,False,False
2018,48.0,6.1,271.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.425,6.68,6.9,6.1,1,False,False,False,False,False,False,False,True
2012,135.0,3.2,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4.602857142857142,4.488888888888889,4.685714285714285,3,False,False,False,False,False,False,False,True
1986,148.0,6.4,165.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.214285714285714,6.6000000000000005,6.680000000000001,1,False,False,False,False,True,False,False,False
2013,108.0,5.1,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,5.1,4.966666666666667,5.014285714285714,2,False,False,False,False,False,False,False,True
1962,145.0,6.8,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6.925,6.792307692307692,6.815625,5.421428571428572,3,False,False,True,False,False,False,False,False
1982,132.29447957614084,4.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9799999999999995,5.691666666666666,5.4975000000000005,5.8500000000000005,1,False,False,False,False,True,False,False,False
1953,140.0,7.3,93.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4875,6.8999999999999995,6.553333333333333,6.344444444444445,3,False,True,False,False,False,False,False,False
1992,132.29447957614084,5.7,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.733333333333333,4.78,4.4,6.85,3,False,False,False,False,False,True,False,False
2003,180.0,3.2,344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.966666666666667,5.123636363636364,4.938709677419355,4.315789473684211,2,False,False,False,False,False,False,True,False
2018,137.0,6.6,35.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,6.0,5.8136363636363635,7.25,3,False,False,False,False,False,False,False,True
1951,143.0,7.3,343.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4875,6.792307692307692,6.553333333333333,7.533333333333334,3,False,True,False,False,False,False,False,False
1968,141.0,6.4,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.279999999999999,6.193333333333333,6.150909090909091,6.139285714285714,3,False,False,True,False,False,False,False,False
1984,125.0,6.3,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13125,5.742537313432836,5.689873417721519,5.571428571428571,1,False,False,False,False,True,False,False,False
1995,183.0,6.5,35.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.300000000000001,6.861764705882353,5.371428571428572,5.336111111111111,3,False,False,False,False,False,True,False,False
1993,175.0,7.7,35.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.777777777777778,5.777777777777778,6.378571428571428,5.285714285714286,3,False,False,False,False,False,True,False,False
1972,133.0,7.5,6.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.466666666666666,6.3,7.5,5.590909090909091,3,False,False,False,True,False,False,False,False
2017,132.29447957614084,4.2,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.233333333333333,4.2,5.4975000000000005,5.8,1,False,False,False,False,False,False,False,True
1960,132.29447957614084,6.8,16.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.140000000000001,6.666666666666667,6.5,6.8,2,False,True,False,False,False,False,False,False
1951,132.29447957614084,7.4,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,7.4,7.4,7.4,1,False,True,False,False,False,False,False,False
2014,113.0,6.7,83.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.2,6.4,6.7,5.8428571428571425,3,False,False,False,False,False,False,False,True
1985,148.0,7.1,64.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9799999999999995,6.376271186440678,6.198591549295775,6.43,2,False,False,False,False,True,False,False,False
1950,142.0,7.3,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.34074074074074,6.942857142857143,7.033333333333334,1,True,False,False,False,False,False,False,False
1986,162.0,4.8,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.033333333333334,4.8,4.699999999999999,4.8,1,False,False,False,False,True,False,False,False
1972,132.29447957614084,5.9,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.57,5.989473684210526,6.198591549295775,6.007317073170732,2,False,False,False,True,False,False,False,False
1985,129.0,5.9,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,5.9,5.9,5.9,2,False,False,False,False,True,False,False,False
2017,122.0,6.9,35.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.166666666666667,6.4,6.033333333333334,6.9,3,False,False,False,False,False,False,False,True
2015,159.0,8.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.459999999999999,5.4817073170731705,5.607692307692308,8.0,2,False,False,False,False,False,False,False,True
2008,99.0,2.7,71.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.7,2.7,2.7,2.7,3,False,False,False,False,False,False,True,False
2010,132.29447957614084,5.4,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.436,5.4,5.027777777777778,5.4,1,False,False,False,False,False,False,True,False
2009,132.29447957614084,4.9,34.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,5.356,5.7,4.54,2,False,False,False,False,False,False,True,False
2005,130.0,2.7,202.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.025,5.531034482758621,5.279999999999999,5.336111111111111,3,False,False,False,False,False,False,True,False
2008,152.0,6.1,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.966666666666666,6.571428571428571,6.107142857142857,5.5181818181818185,3,False,False,False,False,False,False,True,False
1970,133.0,6.3,31.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3500000000000005,6.3,6.65,6.3,3,False,False,True,False,False,False,False,False
1963,132.29447957614084,5.2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,5.2,6.625,1,False,False,True,False,False,False,False,False
2017,120.0,8.2,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.449999999999999,7.3999999999999995,8.2,8.2,1,False,False,False,False,False,False,False,True
1984,135.0,6.2,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.825,6.426760563380282,5.88,6.007317073170732,2,False,False,False,False,True,False,False,False
2003,118.0,3.3,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3,4.926666666666667,4.68,4.233333333333333,1,False,False,False,False,False,False,True,False
2009,120.0,3.5,17.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,3.5,5.376923076923077,4.933333333333334,3,False,False,False,False,False,False,True,False
1961,132.29447957614084,6.2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225,6.2,6.3999999999999995,6.211111111111111,1,False,False,True,False,False,False,False,False
1957,132.29447957614084,5.1,8.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.007142857142857,5.588235294117647,6.75,5.1,2,False,True,False,False,False,False,False,False
1998,132.29447957614084,6.2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.666666666666667,6.730232558139535,6.2,6.15,2,False,False,False,False,False,True,False,False
1973,144.0,5.0,22.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6.4368,5.45,5.0,3,False,False,False,True,False,False,False,False
1951,146.0,6.7,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.788888888888889,6.995454545454546,5.68,6.1,2,False,True,False,False,False,False,False,False
1966,150.0,7.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1125,5.7,6.300000000000001,6.758333333333333,3,False,False,True,False,False,False,False,False
2000,166.0,4.9,35.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89375,4.788888888888889,5.990909090909091,5.233333333333333,3,False,False,False,False,False,True,False,False
1978,136.0,6.7,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.42,5.300714285714286,6.223076923076923,5.809523809523809,2,False,False,False,True,False,False,False,False
